Filename:,25FC01540_CH2_100.00mA__NAV_50.0C_00_OSA.csv
+1.56568800E-006,-5.91606638E+001
+1.56569200E-006,-5.91386825E+001
+1.56569600E-006,-5.92739645E+001
+1.56570000E-006,-5.91374270E+001
+1.56570400E-006,-5.91888706E+001
+1.56570800E-006,-5.94394813E+001
+1.56571200E-006,-5.95077317E+001
+1.56571600E-006,-5.98967802E+001
+1.56572000E-006,-5.97656278E+001
+1.56572400E-006,-5.99023431E+001
+1.56572800E-006,-5.94505159E+001
+1.56573200E-006,-5.93291191E+001
+1.56573600E-006,-5.97099228E+001
+1.56574000E-006,-5.94903298E+001
+1.56574400E-006,-5.92985699E+001
+1.56574800E-006,-5.99383348E+001
+1.56575200E-006,-5.99271107E+001
+1.56575600E-006,-6.07032145E+001
+1.56576000E-006,-6.00714627E+001
+1.56576400E-006,-6.02374136E+001
+1.56576800E-006,-6.05647180E+001
+1.56577200E-006,-6.04318699E+001
+1.56577600E-006,-6.00952883E+001
+1.56578000E-006,-5.97621409E+001
+1.56578400E-006,-5.99949721E+001
+1.56578800E-006,-6.00545740E+001
+1.56579200E-006,-6.05551011E+001
+1.56579600E-006,-6.04283150E+001
+1.56580000E-006,-6.06192432E+001
+1.56580400E-006,-5.97765949E+001
+1.56580800E-006,-6.02023612E+001
+1.56581200E-006,-6.02638853E+001
+1.56581600E-006,-6.04933858E+001
+1.56582000E-006,-5.98561980E+001
+1.56582400E-006,-6.01228051E+001
+1.56582800E-006,-5.98240058E+001
+1.56583200E-006,-5.99388587E+001
+1.56583600E-006,-6.05301313E+001
+1.56584000E-006,-6.01676166E+001
+1.56584400E-006,-5.97920112E+001
+1.56584800E-006,-5.98426829E+001
+1.56585200E-006,-5.96973167E+001
+1.56585600E-006,-6.03927240E+001
+1.56586000E-006,-5.96147448E+001
+1.56586400E-006,-5.94804086E+001
+1.56586800E-006,-5.93004713E+001
+1.56587200E-006,-5.92246713E+001
+1.56587600E-006,-5.96008697E+001
+1.56588000E-006,-5.92828588E+001
+1.56588400E-006,-5.92749084E+001
+1.56588800E-006,-5.93053386E+001
+1.56589200E-006,-5.89958732E+001
+1.56589600E-006,-5.89147401E+001
+1.56590000E-006,-5.90051288E+001
+1.56590400E-006,-5.87550182E+001
+1.56590800E-006,-5.90142603E+001
+1.56591200E-006,-5.85143983E+001
+1.56591600E-006,-5.86111124E+001
+1.56592000E-006,-5.85693581E+001
+1.56592400E-006,-5.85165093E+001
+1.56592800E-006,-5.83124180E+001
+1.56593200E-006,-5.80062691E+001
+1.56593600E-006,-5.81028863E+001
+1.56594000E-006,-5.79002182E+001
+1.56594400E-006,-5.81706118E+001
+1.56594800E-006,-5.77942637E+001
+1.56595200E-006,-5.75360657E+001
+1.56595600E-006,-5.75398624E+001
+1.56596000E-006,-5.76278797E+001
+1.56596400E-006,-5.74517817E+001
+1.56596800E-006,-5.76230324E+001
+1.56597200E-006,-5.75521422E+001
+1.56597600E-006,-5.74077052E+001
+1.56598000E-006,-5.77412303E+001
+1.56598400E-006,-5.74861361E+001
+1.56598800E-006,-5.75157667E+001
+1.56599200E-006,-5.75967447E+001
+1.56599600E-006,-5.78256495E+001
+1.56600000E-006,-5.79192053E+001
+1.56600400E-006,-5.79560857E+001
+1.56600800E-006,-5.76852639E+001
+1.56601200E-006,-5.75565283E+001
+1.56601600E-006,-5.78274702E+001
+1.56602000E-006,-5.79586143E+001
+1.56602400E-006,-5.84150241E+001
+1.56602800E-006,-5.84060232E+001
+1.56603200E-006,-5.84506602E+001
+1.56603600E-006,-5.88447981E+001
+1.56604000E-006,-5.91460353E+001
+1.56604400E-006,-5.91156039E+001
+1.56604800E-006,-5.90151061E+001
+1.56605200E-006,-5.85498727E+001
+1.56605600E-006,-5.86033961E+001
+1.56606000E-006,-5.84354487E+001
+1.56606400E-006,-5.89102372E+001
+1.56606800E-006,-5.93194745E+001
+1.56607200E-006,-5.92844177E+001
+1.56607600E-006,-5.96945909E+001
+1.56608000E-006,-5.97139611E+001
+1.56608400E-006,-6.02780201E+001
+1.56608800E-006,-5.97477706E+001
+1.56609200E-006,-5.98301273E+001
+1.56609600E-006,-6.00546990E+001
+1.56610000E-006,-5.95497195E+001
+1.56610400E-006,-6.00827249E+001
+1.56610800E-006,-5.99410205E+001
+1.56611200E-006,-6.03602418E+001
+1.56611600E-006,-6.02895748E+001
+1.56612000E-006,-6.03892295E+001
+1.56612400E-006,-6.08420136E+001
+1.56612800E-006,-6.09792471E+001
+1.56613200E-006,-6.01013051E+001
+1.56613600E-006,-6.07456928E+001
+1.56614000E-006,-6.01508675E+001
+1.56614400E-006,-6.01535584E+001
+1.56614800E-006,-6.02056434E+001
+1.56615200E-006,-6.08204419E+001
+1.56615600E-006,-6.08498788E+001
+1.56616000E-006,-6.03261019E+001
+1.56616400E-006,-6.08209787E+001
+1.56616800E-006,-6.06722871E+001
+1.56617200E-006,-6.10725155E+001
+1.56617600E-006,-6.02845248E+001
+1.56618000E-006,-6.02755023E+001
+1.56618400E-006,-6.07540409E+001
+1.56618800E-006,-6.00841041E+001
+1.56619200E-006,-6.05851568E+001
+1.56619600E-006,-6.03804127E+001
+1.56620000E-006,-6.04936560E+001
+1.56620400E-006,-6.04741607E+001
+1.56620800E-006,-6.02195198E+001
+1.56621200E-006,-6.07567647E+001
+1.56621600E-006,-6.02363613E+001
+1.56622000E-006,-5.99663201E+001
+1.56622400E-006,-6.00416511E+001
+1.56622800E-006,-5.99087628E+001
+1.56623200E-006,-5.98721764E+001
+1.56623600E-006,-6.00632355E+001
+1.56624000E-006,-5.96839410E+001
+1.56624400E-006,-5.97249178E+001
+1.56624800E-006,-5.95510487E+001
+1.56625200E-006,-5.96255380E+001
+1.56625600E-006,-5.94115114E+001
+1.56626000E-006,-5.91524181E+001
+1.56626400E-006,-5.93383655E+001
+1.56626800E-006,-5.89677686E+001
+1.56627200E-006,-5.89376365E+001
+1.56627600E-006,-5.91543759E+001
+1.56628000E-006,-5.85530162E+001
+1.56628400E-006,-5.86653401E+001
+1.56628800E-006,-5.87994480E+001
+1.56629200E-006,-5.84390002E+001
+1.56629600E-006,-5.84669937E+001
+1.56630000E-006,-5.79872018E+001
+1.56630400E-006,-5.83668515E+001
+1.56630800E-006,-5.81026626E+001
+1.56631200E-006,-5.77950414E+001
+1.56631600E-006,-5.79025426E+001
+1.56632000E-006,-5.77905842E+001
+1.56632400E-006,-5.77842301E+001
+1.56632800E-006,-5.76130008E+001
+1.56633200E-006,-5.73160553E+001
+1.56633600E-006,-5.78821130E+001
+1.56634000E-006,-5.73524029E+001
+1.56634400E-006,-5.71335919E+001
+1.56634800E-006,-5.73812975E+001
+1.56635200E-006,-5.72173367E+001
+1.56635600E-006,-5.73399488E+001
+1.56636000E-006,-5.74904436E+001
+1.56636400E-006,-5.74395034E+001
+1.56636800E-006,-5.73557496E+001
+1.56637200E-006,-5.73655740E+001
+1.56637600E-006,-5.72375656E+001
+1.56638000E-006,-5.72928730E+001
+1.56638400E-006,-5.72312253E+001
+1.56638800E-006,-5.74209789E+001
+1.56639200E-006,-5.72618207E+001
+1.56639600E-006,-5.78030508E+001
+1.56640000E-006,-5.79162134E+001
+1.56640400E-006,-5.81931249E+001
+1.56640800E-006,-5.83366981E+001
+1.56641200E-006,-5.89215829E+001
+1.56641600E-006,-5.81884563E+001
+1.56642000E-006,-5.85209026E+001
+1.56642400E-006,-5.87041618E+001
+1.56642800E-006,-5.87266060E+001
+1.56643200E-006,-5.90309123E+001
+1.56643600E-006,-5.89339873E+001
+1.56644000E-006,-5.90715990E+001
+1.56644400E-006,-5.92070062E+001
+1.56644800E-006,-5.93044885E+001
+1.56645200E-006,-5.94181802E+001
+1.56645600E-006,-5.95962828E+001
+1.56646000E-006,-5.94014588E+001
+1.56646400E-006,-5.95839352E+001
+1.56646800E-006,-5.98991875E+001
+1.56647200E-006,-5.98483757E+001
+1.56647600E-006,-6.01610481E+001
+1.56648000E-006,-6.03416443E+001
+1.56648400E-006,-6.00526242E+001
+1.56648800E-006,-6.03614465E+001
+1.56649200E-006,-6.00756964E+001
+1.56649600E-006,-6.01252462E+001
+1.56650000E-006,-5.99223857E+001
+1.56650400E-006,-6.03208295E+001
+1.56650800E-006,-6.04404409E+001
+1.56651200E-006,-6.04478541E+001
+1.56651600E-006,-6.10229583E+001
+1.56652000E-006,-6.02734718E+001
+1.56652400E-006,-6.06053957E+001
+1.56652800E-006,-6.06035847E+001
+1.56653200E-006,-6.04527625E+001
+1.56653600E-006,-6.05513560E+001
+1.56654000E-006,-6.03503392E+001
+1.56654400E-006,-6.05662049E+001
+1.56654800E-006,-6.06220224E+001
+1.56655200E-006,-6.07397513E+001
+1.56655600E-006,-6.05504763E+001
+1.56656000E-006,-6.06117585E+001
+1.56656400E-006,-6.04157758E+001
+1.56656800E-006,-6.10297819E+001
+1.56657200E-006,-6.02708390E+001
+1.56657600E-006,-6.02436287E+001
+1.56658000E-006,-6.02989741E+001
+1.56658400E-006,-6.05230606E+001
+1.56658800E-006,-5.99472710E+001
+1.56659200E-006,-6.07235584E+001
+1.56659600E-006,-6.02698035E+001
+1.56660000E-006,-6.03456128E+001
+1.56660400E-006,-5.96199573E+001
+1.56660800E-006,-6.03972869E+001
+1.56661200E-006,-5.99662610E+001
+1.56661600E-006,-6.00778548E+001
+1.56662000E-006,-5.98609178E+001
+1.56662400E-006,-5.94011007E+001
+1.56662800E-006,-5.98237443E+001
+1.56663200E-006,-5.95693413E+001
+1.56663600E-006,-5.95394576E+001
+1.56664000E-006,-5.96134356E+001
+1.56664400E-006,-5.91243153E+001
+1.56664800E-006,-5.91542075E+001
+1.56665200E-006,-5.91942320E+001
+1.56665600E-006,-5.90968061E+001
+1.56666000E-006,-5.91637937E+001
+1.56666400E-006,-5.88387871E+001
+1.56666800E-006,-5.86181547E+001
+1.56667200E-006,-5.85140157E+001
+1.56667600E-006,-5.85515863E+001
+1.56668000E-006,-5.83823155E+001
+1.56668400E-006,-5.85047255E+001
+1.56668800E-006,-5.81457787E+001
+1.56669200E-006,-5.82154685E+001
+1.56669600E-006,-5.80406287E+001
+1.56670000E-006,-5.75549017E+001
+1.56670400E-006,-5.78913384E+001
+1.56670800E-006,-5.76889249E+001
+1.56671200E-006,-5.75957615E+001
+1.56671600E-006,-5.73460082E+001
+1.56672000E-006,-5.76689343E+001
+1.56672400E-006,-5.75592636E+001
+1.56672800E-006,-5.75829962E+001
+1.56673200E-006,-5.74184759E+001
+1.56673600E-006,-5.76687715E+001
+1.56674000E-006,-5.76143574E+001
+1.56674400E-006,-5.73509600E+001
+1.56674800E-006,-5.77308056E+001
+1.56675200E-006,-5.76138996E+001
+1.56675600E-006,-5.77457101E+001
+1.56676000E-006,-5.74878293E+001
+1.56676400E-006,-5.74776990E+001
+1.56676800E-006,-5.76245278E+001
+1.56677200E-006,-5.77781261E+001
+1.56677600E-006,-5.75049014E+001
+1.56678000E-006,-5.77466304E+001
+1.56678400E-006,-5.78687068E+001
+1.56678800E-006,-5.81428157E+001
+1.56679200E-006,-5.84004421E+001
+1.56679600E-006,-5.83610084E+001
+1.56680000E-006,-5.83021939E+001
+1.56680400E-006,-5.85887057E+001
+1.56680800E-006,-5.83694334E+001
+1.56681200E-006,-5.84775557E+001
+1.56681600E-006,-5.84585024E+001
+1.56682000E-006,-5.84287027E+001
+1.56682400E-006,-5.90239758E+001
+1.56682800E-006,-5.89349552E+001
+1.56683200E-006,-5.95421810E+001
+1.56683600E-006,-5.94349245E+001
+1.56684000E-006,-5.93695524E+001
+1.56684400E-006,-5.92960319E+001
+1.56684800E-006,-5.92229978E+001
+1.56685200E-006,-5.91921440E+001
+1.56685600E-006,-5.97066518E+001
+1.56686000E-006,-5.93485372E+001
+1.56686400E-006,-5.96178630E+001
+1.56686800E-006,-5.94365934E+001
+1.56687200E-006,-6.01576631E+001
+1.56687600E-006,-6.02106547E+001
+1.56688000E-006,-6.03719206E+001
+1.56688400E-006,-6.04253977E+001
+1.56688800E-006,-5.97652219E+001
+1.56689200E-006,-6.03222745E+001
+1.56689600E-006,-6.04343780E+001
+1.56690000E-006,-6.05195121E+001
+1.56690400E-006,-5.97548539E+001
+1.56690800E-006,-6.01757428E+001
+1.56691200E-006,-6.02356428E+001
+1.56691600E-006,-6.06543015E+001
+1.56692000E-006,-6.02466474E+001
+1.56692400E-006,-6.04663285E+001
+1.56692800E-006,-6.03601348E+001
+1.56693200E-006,-6.02496874E+001
+1.56693600E-006,-6.03427228E+001
+1.56694000E-006,-6.03913812E+001
+1.56694400E-006,-6.07148588E+001
+1.56694800E-006,-5.99718305E+001
+1.56695200E-006,-6.03539387E+001
+1.56695600E-006,-6.07604081E+001
+1.56696000E-006,-6.02199890E+001
+1.56696400E-006,-6.01302228E+001
+1.56696800E-006,-6.03050138E+001
+1.56697200E-006,-5.99661932E+001
+1.56697600E-006,-6.04003543E+001
+1.56698000E-006,-6.00307202E+001
+1.56698400E-006,-5.96254926E+001
+1.56698800E-006,-5.99986360E+001
+1.56699200E-006,-5.94310521E+001
+1.56699600E-006,-5.96993321E+001
+1.56700000E-006,-5.94871326E+001
+1.56700400E-006,-5.94140665E+001
+1.56700800E-006,-5.96814953E+001
+1.56701200E-006,-5.94615867E+001
+1.56701600E-006,-5.95566161E+001
+1.56702000E-006,-5.98063911E+001
+1.56702400E-006,-5.99310788E+001
+1.56702800E-006,-5.92492107E+001
+1.56703200E-006,-5.94452044E+001
+1.56703600E-006,-5.89512204E+001
+1.56704000E-006,-5.91774739E+001
+1.56704400E-006,-5.93167031E+001
+1.56704800E-006,-5.88853906E+001
+1.56705200E-006,-5.89684778E+001
+1.56705600E-006,-5.89641634E+001
+1.56706000E-006,-5.86096180E+001
+1.56706400E-006,-5.89812369E+001
+1.56706800E-006,-5.87162058E+001
+1.56707200E-006,-5.84862299E+001
+1.56707600E-006,-5.88038828E+001
+1.56708000E-006,-5.85803011E+001
+1.56708400E-006,-5.84995669E+001
+1.56708800E-006,-5.88389783E+001
+1.56709200E-006,-5.80898373E+001
+1.56709600E-006,-5.81443894E+001
+1.56710000E-006,-5.79747653E+001
+1.56710400E-006,-5.79209306E+001
+1.56710800E-006,-5.81155201E+001
+1.56711200E-006,-5.86432751E+001
+1.56711600E-006,-5.86925175E+001
+1.56712000E-006,-5.89087525E+001
+1.56712400E-006,-5.85379923E+001
+1.56712800E-006,-5.81556985E+001
+1.56713200E-006,-5.79488983E+001
+1.56713600E-006,-5.79767655E+001
+1.56714000E-006,-5.80433368E+001
+1.56714400E-006,-5.78651185E+001
+1.56714800E-006,-5.81458204E+001
+1.56715200E-006,-5.82312153E+001
+1.56715600E-006,-5.90886409E+001
+1.56716000E-006,-5.92182021E+001
+1.56716400E-006,-5.91796369E+001
+1.56716800E-006,-5.84698062E+001
+1.56717200E-006,-5.82062591E+001
+1.56717600E-006,-5.84502208E+001
+1.56718000E-006,-5.85097932E+001
+1.56718400E-006,-5.84922438E+001
+1.56718800E-006,-5.85158977E+001
+1.56719200E-006,-5.82459153E+001
+1.56719600E-006,-5.95301681E+001
+1.56720000E-006,-5.96678022E+001
+1.56720400E-006,-5.97662187E+001
+1.56720800E-006,-5.94321636E+001
+1.56721200E-006,-5.89612044E+001
+1.56721600E-006,-5.89635141E+001
+1.56722000E-006,-5.95514820E+001
+1.56722400E-006,-5.95930477E+001
+1.56722800E-006,-5.90880047E+001
+1.56723200E-006,-5.97218158E+001
+1.56723600E-006,-5.94998566E+001
+1.56724000E-006,-6.02479215E+001
+1.56724400E-006,-6.00369988E+001
+1.56724800E-006,-5.99486335E+001
+1.56725200E-006,-5.96196355E+001
+1.56725600E-006,-5.98682951E+001
+1.56726000E-006,-5.95203975E+001
+1.56726400E-006,-6.02991780E+001
+1.56726800E-006,-5.97569467E+001
+1.56727200E-006,-5.98347927E+001
+1.56727600E-006,-6.00250450E+001
+1.56728000E-006,-5.99240608E+001
+1.56728400E-006,-6.00969265E+001
+1.56728800E-006,-6.00999766E+001
+1.56729200E-006,-5.96337465E+001
+1.56729600E-006,-5.99319985E+001
+1.56730000E-006,-5.98431698E+001
+1.56730400E-006,-6.00378888E+001
+1.56730800E-006,-6.00871308E+001
+1.56731200E-006,-5.97942035E+001
+1.56731600E-006,-5.93663407E+001
+1.56732000E-006,-5.96806182E+001
+1.56732400E-006,-5.99392165E+001
+1.56732800E-006,-6.00753419E+001
+1.56733200E-006,-5.97754509E+001
+1.56733600E-006,-6.01444682E+001
+1.56734000E-006,-5.98994688E+001
+1.56734400E-006,-5.98053180E+001
+1.56734800E-006,-5.97819566E+001
+1.56735200E-006,-5.96006040E+001
+1.56735600E-006,-5.93032339E+001
+1.56736000E-006,-5.94520957E+001
+1.56736400E-006,-5.91435733E+001
+1.56736800E-006,-5.94321170E+001
+1.56737200E-006,-5.94379164E+001
+1.56737600E-006,-5.94016582E+001
+1.56738000E-006,-5.94520961E+001
+1.56738400E-006,-5.94223366E+001
+1.56738800E-006,-5.93632703E+001
+1.56739200E-006,-5.91445707E+001
+1.56739600E-006,-5.90184168E+001
+1.56740000E-006,-5.89957504E+001
+1.56740400E-006,-5.87271048E+001
+1.56740800E-006,-5.92169408E+001
+1.56741200E-006,-5.91726460E+001
+1.56741600E-006,-5.93374661E+001
+1.56742000E-006,-5.90114064E+001
+1.56742400E-006,-5.89572035E+001
+1.56742800E-006,-5.92247574E+001
+1.56743200E-006,-5.90448336E+001
+1.56743600E-006,-5.89430925E+001
+1.56744000E-006,-5.90409295E+001
+1.56744400E-006,-5.90083500E+001
+1.56744800E-006,-5.88440190E+001
+1.56745200E-006,-5.89162145E+001
+1.56745600E-006,-5.89785290E+001
+1.56746000E-006,-5.86974269E+001
+1.56746400E-006,-5.90344280E+001
+1.56746800E-006,-5.90673297E+001
+1.56747200E-006,-5.91169539E+001
+1.56747600E-006,-5.88418117E+001
+1.56748000E-006,-5.94751559E+001
+1.56748400E-006,-5.95756201E+001
+1.56748800E-006,-5.93447527E+001
+1.56749200E-006,-5.92734099E+001
+1.56749600E-006,-5.87689507E+001
+1.56750000E-006,-5.86827177E+001
+1.56750400E-006,-5.87127740E+001
+1.56750800E-006,-5.91285924E+001
+1.56751200E-006,-5.91336680E+001
+1.56751600E-006,-5.94048097E+001
+1.56752000E-006,-5.92742589E+001
+1.56752400E-006,-6.00875241E+001
+1.56752800E-006,-5.97963444E+001
+1.56753200E-006,-5.95887802E+001
+1.56753600E-006,-5.93786272E+001
+1.56754000E-006,-5.91747610E+001
+1.56754400E-006,-5.91752347E+001
+1.56754800E-006,-5.95971061E+001
+1.56755200E-006,-5.98422122E+001
+1.56755600E-006,-6.02902211E+001
+1.56756000E-006,-6.00927162E+001
+1.56756400E-006,-5.92788750E+001
+1.56756800E-006,-5.98266196E+001
+1.56757200E-006,-5.93748621E+001
+1.56757600E-006,-5.99613158E+001
+1.56758000E-006,-5.95027895E+001
+1.56758400E-006,-5.97744019E+001
+1.56758800E-006,-5.97431500E+001
+1.56759200E-006,-6.03196467E+001
+1.56759600E-006,-6.00879028E+001
+1.56760000E-006,-6.04155024E+001
+1.56760400E-006,-5.98206009E+001
+1.56760800E-006,-5.95397977E+001
+1.56761200E-006,-5.94021895E+001
+1.56761600E-006,-5.97518704E+001
+1.56762000E-006,-5.99106251E+001
+1.56762400E-006,-5.98422799E+001
+1.56762800E-006,-5.96487468E+001
+1.56763200E-006,-5.99323909E+001
+1.56763600E-006,-5.98494839E+001
+1.56764000E-006,-5.97517726E+001
+1.56764400E-006,-5.97278425E+001
+1.56764800E-006,-5.95681900E+001
+1.56765200E-006,-5.93950950E+001
+1.56765600E-006,-5.94494251E+001
+1.56766000E-006,-5.91958294E+001
+1.56766400E-006,-5.96043655E+001
+1.56766800E-006,-5.95194094E+001
+1.56767200E-006,-5.95230294E+001
+1.56767600E-006,-5.98396066E+001
+1.56768000E-006,-5.93388078E+001
+1.56768400E-006,-5.96873055E+001
+1.56768800E-006,-5.90925811E+001
+1.56769200E-006,-5.91754409E+001
+1.56769600E-006,-5.90362481E+001
+1.56770000E-006,-5.90765247E+001
+1.56770400E-006,-5.91554341E+001
+1.56770800E-006,-5.91095236E+001
+1.56771200E-006,-5.89229487E+001
+1.56771600E-006,-5.85582025E+001
+1.56772000E-006,-5.84553348E+001
+1.56772400E-006,-5.86771827E+001
+1.56772800E-006,-5.86767596E+001
+1.56773200E-006,-5.89999598E+001
+1.56773600E-006,-5.89106274E+001
+1.56774000E-006,-5.87055870E+001
+1.56774400E-006,-5.87893064E+001
+1.56774800E-006,-5.90138469E+001
+1.56775200E-006,-5.84462934E+001
+1.56775600E-006,-5.88025828E+001
+1.56776000E-006,-5.84067719E+001
+1.56776400E-006,-5.82699335E+001
+1.56776800E-006,-5.86212905E+001
+1.56777200E-006,-5.89698597E+001
+1.56777600E-006,-5.88400672E+001
+1.56778000E-006,-5.86262873E+001
+1.56778400E-006,-5.87178287E+001
+1.56778800E-006,-5.87508925E+001
+1.56779200E-006,-5.88804638E+001
+1.56779600E-006,-5.87587750E+001
+1.56780000E-006,-5.88629111E+001
+1.56780400E-006,-5.86972939E+001
+1.56780800E-006,-5.89415643E+001
+1.56781200E-006,-5.92899078E+001
+1.56781600E-006,-5.93377343E+001
+1.56782000E-006,-5.89712063E+001
+1.56782400E-006,-5.91868644E+001
+1.56782800E-006,-5.90161948E+001
+1.56783200E-006,-5.97689091E+001
+1.56783600E-006,-5.96874141E+001
+1.56784000E-006,-5.94617766E+001
+1.56784400E-006,-5.91235122E+001
+1.56784800E-006,-5.97258044E+001
+1.56785200E-006,-5.95656135E+001
+1.56785600E-006,-6.00792876E+001
+1.56786000E-006,-5.99186343E+001
+1.56786400E-006,-5.97387871E+001
+1.56786800E-006,-6.00898613E+001
+1.56787200E-006,-6.05600083E+001
+1.56787600E-006,-6.06017115E+001
+1.56788000E-006,-6.07914520E+001
+1.56788400E-006,-6.04560198E+001
+1.56788800E-006,-6.04350087E+001
+1.56789200E-006,-6.06667953E+001
+1.56789600E-006,-6.03263433E+001
+1.56790000E-006,-6.07178244E+001
+1.56790400E-006,-6.08745868E+001
+1.56790800E-006,-6.06360976E+001
+1.56791200E-006,-6.12077893E+001
+1.56791600E-006,-6.13885943E+001
+1.56792000E-006,-6.12386905E+001
+1.56792400E-006,-6.11498043E+001
+1.56792800E-006,-6.08667838E+001
+1.56793200E-006,-6.07049864E+001
+1.56793600E-006,-6.05528094E+001
+1.56794000E-006,-6.11039314E+001
+1.56794400E-006,-6.10268559E+001
+1.56794800E-006,-6.15837160E+001
+1.56795200E-006,-6.08701187E+001
+1.56795600E-006,-6.15629002E+001
+1.56796000E-006,-6.15279337E+001
+1.56796400E-006,-6.12395395E+001
+1.56796800E-006,-6.15226210E+001
+1.56797200E-006,-6.06031165E+001
+1.56797600E-006,-6.06458963E+001
+1.56798000E-006,-6.03729663E+001
+1.56798400E-006,-6.09699916E+001
+1.56798800E-006,-6.09410426E+001
+1.56799200E-006,-6.12544566E+001
+1.56799600E-006,-6.09789620E+001
+1.56800000E-006,-6.10225694E+001
+1.56800400E-006,-6.10308982E+001
+1.56800800E-006,-6.10524923E+001
+1.56801200E-006,-6.04654595E+001
+1.56801600E-006,-6.04032700E+001
+1.56802000E-006,-6.03893976E+001
+1.56802400E-006,-6.05014672E+001
+1.56802800E-006,-6.04807289E+001
+1.56803200E-006,-6.05875316E+001
+1.56803600E-006,-6.03796104E+001
+1.56804000E-006,-6.02566887E+001
+1.56804400E-006,-6.00991376E+001
+1.56804800E-006,-6.01379121E+001
+1.56805200E-006,-5.96892912E+001
+1.56805600E-006,-5.96311785E+001
+1.56806000E-006,-5.99039995E+001
+1.56806400E-006,-5.94574259E+001
+1.56806800E-006,-5.95077648E+001
+1.56807200E-006,-5.95588791E+001
+1.56807600E-006,-5.95378397E+001
+1.56808000E-006,-5.92213210E+001
+1.56808400E-006,-5.93898774E+001
+1.56808800E-006,-5.87374591E+001
+1.56809200E-006,-5.91428110E+001
+1.56809600E-006,-5.87751647E+001
+1.56810000E-006,-5.84388362E+001
+1.56810400E-006,-5.85061268E+001
+1.56810800E-006,-5.80608623E+001
+1.56811200E-006,-5.80060309E+001
+1.56811600E-006,-5.76674001E+001
+1.56812000E-006,-5.73552918E+001
+1.56812400E-006,-5.77954610E+001
+1.56812800E-006,-5.77340427E+001
+1.56813200E-006,-5.76993285E+001
+1.56813600E-006,-5.74685908E+001
+1.56814000E-006,-5.73863187E+001
+1.56814400E-006,-5.74315400E+001
+1.56814800E-006,-5.75070723E+001
+1.56815200E-006,-5.72948901E+001
+1.56815600E-006,-5.72443020E+001
+1.56816000E-006,-5.73369288E+001
+1.56816400E-006,-5.73642901E+001
+1.56816800E-006,-5.74006204E+001
+1.56817200E-006,-5.70018906E+001
+1.56817600E-006,-5.73625691E+001
+1.56818000E-006,-5.75788303E+001
+1.56818400E-006,-5.77356538E+001
+1.56818800E-006,-5.77623987E+001
+1.56819200E-006,-5.77167094E+001
+1.56819600E-006,-5.76154161E+001
